/home/viki/Videos/5-23-22:0:,112.657587,39.654047
/home/viki/Videos/5-23-22:0:,112.882056,40.232690
/home/viki/Videos/5-23-22:0:,111.113870,32.678346
/home/viki/Videos/5-23-22:0:,115.936238,33.165414
/home/viki/Videos/5-23-22:0:,115.674352,31.584533
/home/viki/Videos/5-23-22:0:,125.017571,34.651935
/home/viki/Videos/5-23-22:0:,116.048642,42.662331
/home/viki/Videos/5-23-22:0:,138.720766,44.356354
/home/viki/Videos/5-23-22:0:,111.209920,45.679659
/home/viki/Videos/5-23-22:0:,140.518559,53.547000
/home/viki/Videos/5-23-22:0:,141.379697,55.579763
/home/viki/Videos/5-23-22:0:,140.985411,53.596202
/home/viki/Videos/5-23-22:0:,149.144652,47.812249
/home/viki/Videos/5-23-22:0:,154.047369,50.200787
/home/viki/Videos/5-23-22:0:,153.966762,49.800984
/home/viki/Videos/5-23-22:0:,154.372538,46.662437
/home/viki/Videos/5-23-22:0:,154.450101,46.579816
/home/viki/Videos/5-23-22:0:,154.625108,45.565731
/home/viki/Videos/5-23-22:0:,154.547541,45.565731
/home/viki/Videos/5-23-22:0:,154.596255,44.228634
/home/viki/Videos/5-23-22:0:,154.751392,44.393893
/home/viki/Videos/5-23-22:0:,154.596255,44.334228
/home/viki/Videos/5-23-22:0:,154.596255,44.334228
/home/viki/Videos/5-23-22:0:,154.673824,44.003541
/home/viki/Videos/5-23-22:0:,170.101910,49.611061
/home/viki/Videos/5-23-22:0:,154.053283,44.830262
/home/viki/Videos/5-23-22:0:,150.119402,45.986528
/home/viki/Videos/5-23-22:0:,155.046436,47.158273
/home/viki/Videos/5-23-22:0:,151.285559,45.370440
/home/viki/Videos/5-23-22:0:,150.947484,44.844636
/home/viki/Videos/5-23-22:0:,154.434141,44.521653
/home/viki/Videos/5-23-22:0:,154.356805,44.604308
/home/viki/Videos/5-23-22:0:,154.702674,44.041023
/home/viki/Videos/5-23-22:0:,154.702674,44.041023
/home/viki/Videos/5-23-22:0:,154.702674,44.041023
/home/viki/Videos/5-23-22:0:,154.702674,44.041023
/home/viki/Videos/5-23-22:0:,154.702674,43.958359
/home/viki/Videos/5-23-22:0:,154.702674,44.041023
/home/viki/Videos/5-23-22:0:,154.702674,43.958359
